CHAMPION,ITEM,ITEM_CATEGORY,PLAYER_PURCHASE_RATE,WIN_RATE,AVG_KDA,MOST_COMMON_FIRST_PURCHASE_MINUTE,TOP_ITEM_1,TOP_ITEM_2,TOP_ITEM_3
Nidalee,Banshee's Veil,Legendary,0.022,0.5,4.82,25.0,Lich Bane,Shadowflame,Hextech Rocketbelt
Kog Maw,Stealth Ward,Trinket,0.1014,0.5333,1.29,5.0,Doran's Blade,Guinsoo's Rageblade,Needlessly Large Rod
Renekton,Hexdrinker,Epic,0.0311,0.3846,1.4,10.0,Eclipse,Spear of Shojin,Stridebreaker
Nidalee,Sorcerer's Shoes,Boots,0.5495,0.56,3.83,15.0,Lich Bane,Shadowflame,Zhonya's Hourglass
Zac,Spirit Visage,Legendary,0.6181,0.5562,4.47,20.0,Sunfire Aegis,Hextech Rocketbelt,Thornmail
Khazix,Kindlegem,Epic,0.0017,0.0,1.29,25.0,Bastionbreaker,Opportunity,Umbral Glaive
Sivir,Bloodthirster,Legendary,0.0918,0.5405,2.96,35.0,Infinity Edge,Navori Flickerblade,Essence Reaver
Belveth,Vampiric Scepter,Epic,0.0889,0.5,2.27,20.0,Kraken Slayer,Stridebreaker,Yun Tal Wildarrows
Lulu,Stealth Ward,Trinket,0.0059,0.5,1.28,5.0,Aether Wisp,Bandleglass Mirror,Boots
Ziggs,Dark Seal,Starter,0.2429,0.4651,2.11,5.0,Luden's Companion,Doran's Ring,Shadowflame
Neeko,Nashor's Tooth,Legendary,0.0035,0.0,1.09,30.0,Dusk and Dawn,Hextech Rocketbelt,
Rakan,Warden's Mail,Epic,0.0108,0.4,2.37,20.0,Zeke's Convergence,Bandlepipes,Locket of the Iron Solari
Azir,Ruby Crystal,Basic,0.0076,0.0,0.8,15.0,Nashor's Tooth,Sorcerer's Shoes,
Poppy,Chain Vest,Epic,0.0714,0.5385,1.95,15.0,Sundered Sky,Winged Moonplate,Bandlepipes
Lissandra,Hextech Alternator,Epic,0.1374,0.5,2.82,15.0,Malignance,Zhonya's Hourglass,Luden's Companion
KSante,Glacial Buckler,Epic,0.0106,1.0,2.11,25.0,Iceborn Gauntlet,Thornmail,Warden's Mail
Ryze,Warden's Mail,Epic,0.0113,0.6667,1.64,30.0,Rod of Ages,Actualizer,Fiendish Codex
Velkoz,Boots of Swiftness,Boots,0.1293,0.4474,2.88,15.0,Luden's Companion,Horizon Focus,Hextech Alternator
Rek Sai,Force of Nature,Legendary,0.0106,0.3333,4.83,30.0,Spear of Shojin,Titanic Hydra,Dead Man's Plate
Khazix,Oracle Lens,Trinket,0.4934,0.4329,2.54,5.0,Umbral Glaive,Ionian Boots of Lucidity,Edge of Night
Kog Maw,Executioner's Calling,Epic,0.0068,1.0,2.33,5.0,Blade of The Ruined King,,
Kassadin,Blackfire Torch,Legendary,0.0078,0.25,2.88,15.0,Malignance,Frozen Heart,Rabadon's Deathcap
Malzahar,Null-Magic Mantle,Basic,0.0062,0.0,0.4,5.0,Amplifying Tome,Malignance,
Kayn,Spectre's Cowl,Epic,0.0225,0.75,7.71,25.0,Spear of Shojin,Black Cleaver,Death's Dance
Nidalee,Stealth Ward,Trinket,0.0989,0.6667,2.62,5.0,Lich Bane,Zhonya's Hourglass,Rabadon's Deathcap
Leona,Elixir of Iron,Consumable,0.0078,0.3333,5.92,30.0,Bramble Vest,Plated Steelcaps,Abyssal Mask
Illaoi,Ruby Crystal,Basic,0.0984,0.3333,1.15,5.0,Black Cleaver,Iceborn Gauntlet,Plated Steelcaps
Shen,Warden's Mail,Epic,0.0481,0.5385,2.39,25.0,Titanic Hydra,Dead Man's Plate,Kaenic Rookern
Katarina,Seeker's Armguard,Epic,0.0568,0.5556,2.8,25.0,Shadowflame,Hextech Gunblade,Lich Bane
Kindred,Cloak of Agility,Basic,0.2105,0.5,2.2,20.0,The Collector,Kraken Slayer,Plated Steelcaps
Heimerdinger,Ionian Boots of Lucidity,Boots,0.0678,0.25,1.33,20.0,Liandry's Torment,Blackfire Torch,Rabadon's Deathcap
Shaco,Noonquiver,Epic,0.0194,0.3333,2.3,25.0,Umbral Glaive,Infinity Edge,Last Whisper
Warwick,Farsight Alteration,Trinket,0.0602,0.375,1.23,25.0,Blade of The Ruined King,Boots of Swiftness,Stridebreaker
Karma,Doran's Ring,Starter,0.027,0.3889,2.12,5.0,Malignance,Fiendish Codex,Ionian Boots of Lucidity
Gangplank,Plated Steelcaps,Boots,0.2229,0.5513,2.06,15.0,Essence Reaver,Infinity Edge,Lord Dominik's Regards
Renata,Winged Moonplate,Epic,0.0116,1.0,3.5,15.0,Chain Vest,Locket of the Iron Solari,Redemption
Soraka,Boots,Boots,0.0507,0.3571,2.58,5.0,Moonstone Renewer,Forbidden Idol,Bandleglass Mirror
Yone,Glowing Mote,Basic,0.0027,1.0,0.75,30.0,Berserker's Greaves,Blade of The Ruined King,Immortal Shieldbow
Blitzcrank,Lost Chapter,Epic,0.0045,1.0,2.33,10.0,Dead Man's Plate,Fiendish Codex,
Swain,Doran's Shield,Starter,0.0027,0.0,0.75,5.0,Boots,Winter's Approach,Zeke's Convergence
Ivern,Boots,Boots,0.0054,0.0,1.2,5.0,Redemption,,
Galio,Amplifying Tome,Basic,0.1925,0.5522,3.29,5.0,Hollow Radiance,Hextech Rocketbelt,Riftmaker
Nidalee,Dusk and Dawn,Legendary,0.0275,0.6,3.64,15.0,Mejai's Soulstealer,Rabadon's Deathcap,Zhonya's Hourglass
Kaisa,Berserker's Greaves,Boots,0.5929,0.5218,2.67,15.0,Kraken Slayer,Guinsoo's Rageblade,Dusk and Dawn
Shyvana,Vampiric Scepter,Epic,0.0385,1.0,5.67,25.0,Riftmaker,Spear of Shojin,Sundered Sky
Mel,Banshee's Veil,Legendary,0.021,0.6,2.66,25.0,Blackfire Torch,Rabadon's Deathcap,Shadowflame
Mordekaiser,Doran's Ring,Starter,0.2686,0.3404,0.97,5.0,Plated Steelcaps,Riftmaker,Rylai's Crystal Scepter
Zyra,Control Ward,Consumable,0.327,0.5385,2.65,10.0,Liandry's Torment,Sorcerer's Shoes,Rylai's Crystal Scepter
Jarvan IV,Elixir of Wrath,Consumable,0.0225,0.5,4.68,30.0,Axiom Arc,Profane Hydra,Serylda's Grudge
Vayne,Amplifying Tome,Basic,0.0225,0.3077,0.72,20.0,Recurve Bow,Pickaxe,Berserker's Greaves
Zac,Giant's Belt,Epic,0.0938,0.4815,3.79,25.0,Sunfire Aegis,Spirit Visage,Warden's Mail
Fiora,Null-Magic Mantle,Basic,0.0393,0.3636,1.18,15.0,Ravenous Hydra,Trinity Force,Death's Dance
Cassiopeia,Verdant Barrier,Epic,0.0127,0.6667,2.03,35.0,Rylai's Crystal Scepter,Liandry's Torment,Zhonya's Hourglass
Veigar,Rabadon's Deathcap,Legendary,0.5551,0.6176,2.96,25.0,Rod of Ages,Luden's Companion,Void Staff
Ambessa,Zeke's Convergence,Legendary,0.0015,1.0,3.0,30.0,Black Cleaver,Death's Dance,Profane Hydra
Taliyah,Blackfire Torch,Legendary,0.3906,0.5497,3.29,15.0,Zhonya's Hourglass,Shadowflame,Rabadon's Deathcap
Orianna,Tear of the Goddess,Starter,0.0204,0.625,1.67,5.0,Doran's Ring,Fiendish Codex,Dark Seal
Twitch,Executioner's Calling,Epic,0.0162,0.2857,1.81,20.0,Infinity Edge,Fiendhunter Bolts,The Collector
Naafiri,Tunneler,Epic,0.0538,0.4,2.26,20.0,Voltaic Cyclosword,Serrated Dirk,Eclipse
Galio,Oblivion Orb,Epic,0.0431,0.4,2.39,20.0,Hextech Rocketbelt,Hollow Radiance,Riftmaker
Xin Zhao,Executioner's Calling,Epic,0.0429,0.0,1.49,25.0,Titanic Hydra,Black Cleaver,Sundered Sky
Sion,Lord Dominik's Regards,Legendary,0.0109,0.75,2.08,25.0,Youmuu's Ghostblade,Opportunity,The Collector
Illaoi,Boots of Swiftness,Boots,0.0328,1.0,1.68,15.0,Black Cleaver,Endless Hunger,Hextech Gunblade
Azir,Aether Wisp,Epic,0.0076,0.0,2.17,30.0,Nashor's Tooth,Rabadon's Deathcap,Rylai's Crystal Scepter
Zaahen,Rejuvenation Bead,Basic,0.0025,0.0,0.3,25.0,Maw of Malmortius,Mercury's Treads,Ruby Crystal
Illaoi,Serpent's Fang,Legendary,0.0328,0.5,1.7,15.0,Black Cleaver,,
Vex,Sorcerer's Shoes,Boots,0.3407,0.5,2.17,15.0,Luden's Companion,Shadowflame,Stormsurge
Kaisa,B. F. Sword,Basic,0.0341,0.5517,2.36,25.0,Guinsoo's Rageblade,Kraken Slayer,Berserker's Greaves
Riven,Mercurial Scimitar,Legendary,0.0026,1.0,7.0,30.0,Axiom Arc,Death's Dance,Serylda's Grudge
Aatrox,Randuin's Omen,Legendary,0.0126,0.5,2.05,25.0,Sundered Sky,Hubris,Spear of Shojin
Aatrox,Eclipse,Legendary,0.1321,0.4286,2.11,15.0,Sundered Sky,Spear of Shojin,Voltaic Cyclosword
Jhin,Serpent's Fang,Legendary,0.0137,0.375,2.33,35.0,Infinity Edge,Rapid Firecannon,The Collector
Nasus,Executioner's Calling,Epic,0.014,0.0,1.35,20.0,Essence Reaver,Chain Vest,Death's Dance
Caitlyn,Boots of Swiftness,Boots,0.0491,0.5405,1.88,20.0,Infinity Edge,The Collector,Lord Dominik's Regards
Azir,Banshee's Veil,Legendary,0.0382,0.2,2.12,30.0,Nashor's Tooth,Rylai's Crystal Scepter,Void Staff
Nautilus,Boots,Boots,0.0453,0.2703,1.42,5.0,Bandlepipes,Locket of the Iron Solari,Kindlegem
Gnar,Dagger,Basic,0.0388,0.125,1.38,10.0,Plated Steelcaps,Trinity Force,Black Cleaver
Irelia,Chempunk Chainsword,Legendary,0.0023,0.0,0.83,35.0,Blade of The Ruined King,Hullbreaker,Wit's End
Tahm Kench,Bramble Vest,Epic,0.1798,0.5,2.66,25.0,Heartsteel,Bandlepipes,Dusk and Dawn
Kaisa,Terminus,Legendary,0.0459,0.4615,2.46,25.0,Kraken Slayer,Guinsoo's Rageblade,Dusk and Dawn
Lux,Actualizer,Legendary,0.0103,0.3333,5.69,15.0,Rabadon's Deathcap,Horizon Focus,Luden's Companion
Renekton,Bramble Vest,Epic,0.0263,0.6364,1.67,10.0,Eclipse,Spear of Shojin,Black Cleaver
Talon,Rectrix,Epic,0.0104,0.0,0.65,10.0,Serrated Dirk,Umbral Glaive,Serpent's Fang
Akshan,Immortal Shieldbow,Legendary,0.0205,0.1429,2.73,25.0,Infinity Edge,The Collector,Lord Dominik's Regards
Nunu,Kaenic Rookern,Legendary,0.1443,0.7241,4.21,25.0,Liandry's Torment,Frozen Heart,Thornmail
Vayne,Sapphire Crystal,Basic,0.0017,1.0,2.25,5.0,Berserker's Greaves,Long Sword,Tiamat
Nunu,Abyssal Mask,Legendary,0.0647,0.6923,2.91,30.0,Liandry's Torment,Dead Man's Plate,Frozen Heart
Swain,Needlessly Large Rod,Basic,0.0738,0.5926,3.62,25.0,Rylai's Crystal Scepter,Malignance,Blackfire Torch
Udyr,Glacial Buckler,Epic,0.0067,0.0,1.33,15.0,Kaenic Rookern,Liandry's Torment,Warden's Mail
Volibear,Haunting Guise,Epic,0.0108,0.8333,3.21,25.0,Dusk and Dawn,Navori Flickerblade,Spirit Visage
Leblanc,Oracle Lens,Trinket,0.7106,0.5361,3.23,15.0,Luden's Companion,Shadowflame,Dark Seal
Sona,Zaz'Zak's Realmspike,Legendary,0.0021,1.0,1.62,15.0,Ardent Censer,Echoes of Helia,
Sylas,Null-Magic Mantle,Basic,0.0131,0.5,3.1,15.0,Hextech Rocketbelt,Riftmaker,Ionian Boots of Lucidity
Smolder,Mercury's Treads,Boots,0.0432,0.6111,2.05,20.0,Essence Reaver,Spear of Shojin,Infinity Edge
Lee Sin,Steel Sigil,Epic,0.1311,0.4576,3.52,25.0,Sundered Sky,Eclipse,Black Cleaver
Lulu,Glowing Mote,Basic,0.0692,0.4043,2.79,15.0,Ionian Boots of Lucidity,Ardent Censer,Moonstone Renewer
Akali,Long Sword,Basic,0.0019,0.0,0.27,10.0,Caulfield's Warhammer,Glowing Mote,Pickaxe
Varus,Wit's End,Legendary,0.0172,0.2632,2.0,30.0,Guinsoo's Rageblade,Dusk and Dawn,Experimental Hexplate
Zed,Serylda's Grudge,Legendary,0.3464,0.4919,3.15,25.0,Voltaic Cyclosword,Edge of Night,Axiom Arc
Ezreal,Horizon Focus,Legendary,0.0053,0.0,2.08,20.0,Essence Reaver,Endless Hunger,Serylda's Grudge
Vayne,Hearthbound Axe,Epic,0.0364,0.4286,1.33,10.0,Guinsoo's Rageblade,Blade of The Ruined King,Recurve Bow
Mordekaiser,Oracle Lens,Trinket,0.1371,0.5,2.18,5.0,Dusk and Dawn,Plated Steelcaps,Mercury's Treads
Rakan,Plated Steelcaps,Boots,0.0846,0.4359,3.08,10.0,Zeke's Convergence,Bandlepipes,Locket of the Iron Solari
Janna,Mercury's Treads,Boots,0.0018,1.0,4.25,15.0,Echoes of Helia,Forbidden Idol,Moonstone Renewer
Sion,B. F. Sword,Basic,0.0027,0.0,2.4,30.0,Lord Dominik's Regards,Mercury's Treads,Opportunity
Janna,Null-Magic Mantle,Basic,0.0054,1.0,3.05,15.0,Boots of Swiftness,Cloth Armor,Bandlepipes
Chogath,Null-Magic Mantle,Basic,0.0502,0.25,1.64,20.0,Hextech Rocketbelt,Heartsteel,Bami's Cinder
Yunara,Mortal Reminder,Legendary,0.0985,0.5375,2.81,30.0,Kraken Slayer,Fiendhunter Bolts,Infinity Edge
Teemo,Banshee's Veil,Legendary,0.0294,0.5,2.6,35.0,Liandry's Torment,Malignance,Nashor's Tooth
Kog Maw,Blade of The Ruined King,Legendary,0.3446,0.6078,1.87,20.0,Guinsoo's Rageblade,Runaan's Hurricane,Terminus
Monkey King,Mosstomper Seedling,Starter,0.0058,0.0,0.83,5.0,Mercury's Treads,Sundered Sky,
Ahri,Elixir of Sorcery,Consumable,0.0586,0.6154,4.57,30.0,Rabadon's Deathcap,Zhonya's Hourglass,Malignance
Udyr,Dark Seal,Starter,0.3133,0.3404,2.65,5.0,Liandry's Torment,Dead Man's Plate,Plated Steelcaps
Yorick,Chain Vest,Epic,0.0148,0.5,7.75,10.0,Executioner's Calling,Kaenic Rookern,Spear of Shojin
Mordekaiser,Experimental Hexplate,Legendary,0.2057,0.4722,2.13,20.0,Dusk and Dawn,Riftmaker,Hextech Rocketbelt
Morgana,Bandleglass Mirror,Epic,0.014,0.5,5.33,10.0,Aether Wisp,Fiendish Codex,Redemption
Sett,"Jak'Sho, The Protean",Legendary,0.005,0.0,1.36,35.0,Overlord's Bloodmail,Randuin's Omen,Stridebreaker
Karma,Redemption,Legendary,0.509,0.5044,3.18,25.0,Moonstone Renewer,Dawncore,Shurelya's Battlesong
Ziggs,Blackfire Torch,Legendary,0.1582,0.4643,2.09,15.0,Shadowflame,Rabadon's Deathcap,Zhonya's Hourglass
Nami,Luden's Companion,Legendary,0.0037,0.25,2.74,15.0,Stormsurge,Cryptbloom,Rabadon's Deathcap
Amumu,Sorcerer's Shoes,Boots,0.0253,0.5,1.96,15.0,Zhonya's Hourglass,Hextech Rocketbelt,Luden's Companion
Kog Maw,Fiendish Codex,Epic,0.0068,0.0,0.5,15.0,Dusk and Dawn,,
Teemo,Refillable Potion,Consumable,0.1765,0.3333,1.38,5.0,Doran's Ring,Liandry's Torment,Nashor's Tooth
Sejuani,Winged Moonplate,Epic,0.0119,1.0,2.1,20.0,Chain Vest,Dusk and Dawn,Unending Despair
Rammus,Knight's Vow,Legendary,0.013,1.0,4.38,40.0,Kaenic Rookern,Protoplasm Harness,Randuin's Omen
Syndra,Horizon Focus,Legendary,0.016,0.5556,3.5,30.0,Blackfire Torch,Cosmic Drive,Rabadon's Deathcap
Kindred,Dagger,Basic,0.0301,0.5,2.56,5.0,Kraken Slayer,Boots,Mercury's Treads
Milio,Ionian Boots of Lucidity,Boots,0.8709,0.5205,3.85,15.0,Echoes of Helia,Moonstone Renewer,Forbidden Idol
Morgana,Rabadon's Deathcap,Legendary,0.0629,0.4444,2.84,25.0,Liandry's Torment,Blackfire Torch,Zhonya's Hourglass
Janna,Echoes of Helia,Legendary,0.0632,0.5714,3.87,20.0,Moonstone Renewer,Redemption,Dawncore
Shaco,Banshee's Veil,Legendary,0.0032,1.0,4.4,35.0,Blackfire Torch,Cryptbloom,Liandry's Torment
Monkey King,Elixir of Iron,Consumable,0.0058,1.0,3.0,35.0,Black Cleaver,Guardian Angel,Maw of Malmortius
Gangplank,Endless Hunger,Legendary,0.0114,0.75,3.1,30.0,Essence Reaver,Infinity Edge,Immortal Shieldbow
Braum,Warden's Mail,Epic,0.0201,0.6154,2.69,20.0,Bandlepipes,Locket of the Iron Solari,Knight's Vow
Fiddlesticks,Redemption,Legendary,0.0045,0.0,1.6,25.0,Bandlepipes,,
Milio,Kindlegem,Epic,0.1236,0.4,3.47,10.0,Echoes of Helia,Bandleglass Mirror,Ardent Censer
Ahri,Rod of Ages,Legendary,0.0113,0.6,2.46,15.0,Liandry's Torment,Rabadon's Deathcap,Shadowflame
Zoe,Dark Seal,Starter,0.4514,0.5154,2.74,5.0,Luden's Companion,Lich Bane,Doran's Ring
Jinx,Plated Steelcaps,Boots,0.0117,0.625,2.78,20.0,Phantom Dancer,Lord Dominik's Regards,Yun Tal Wildarrows
Blitzcrank,Doran's Shield,Starter,0.0045,0.0,0.0,5.0,Boots,Hearthbound Axe,Phage
Draven,"Jak'Sho, The Protean",Legendary,0.003,0.0,2.67,30.0,Bloodthirster,Infinity Edge,Serpent's Fang
Rek Sai,Ionian Boots of Lucidity,Boots,0.0035,1.0,10.0,15.0,Stridebreaker,,
Miss Fortune,Liandry's Torment,Legendary,0.0107,0.3333,2.17,15.0,Blackfire Torch,Serpent's Fang,
Rakan,Hextech Rocketbelt,Legendary,0.013,0.5,3.62,15.0,Malignance,Mejai's Soulstealer,Zeke's Convergence
Udyr,Elixir of Iron,Consumable,0.0133,0.0,2.44,30.0,Dark Seal,Liandry's Torment,Boots of Swiftness
Soraka,Refillable Potion,Consumable,0.0688,0.3158,2.53,5.0,Moonstone Renewer,Ionian Boots of Lucidity,Control Ward
Sylas,Bloodletter's Curse,Legendary,0.0213,0.4615,3.58,25.0,Riftmaker,Hextech Rocketbelt,Zhonya's Hourglass
Syndra,Sapphire Crystal,Basic,0.0018,0.0,0.0,5.0,Amplifying Tome,,
Urgot,Caulfield's Warhammer,Epic,0.0092,0.5,0.75,10.0,Black Cleaver,Youmuu's Ghostblade,Hexdrinker
Ziggs,Liandry's Torment,Legendary,0.0395,0.5714,3.79,20.0,Luden's Companion,Horizon Focus,Rabadon's Deathcap
Xin Zhao,Elixir of Iron,Consumable,0.0071,1.0,11.33,30.0,Black Cleaver,Death's Dance,Guardian Angel
Irelia,Steel Sigil,Epic,0.15,0.3788,1.75,25.0,Blade of The Ruined King,Wit's End,Hullbreaker
Rek Sai,Randuin's Omen,Legendary,0.0353,0.4,2.63,30.0,Titanic Hydra,Spear of Shojin,Sterak's Gage
Udyr,Long Sword,Basic,0.0667,0.6,2.25,5.0,Trinity Force,Mercury's Treads,Plated Steelcaps
Twitch,The Collector,Legendary,0.4292,0.427,2.08,15.0,Fiendhunter Bolts,Infinity Edge,Lord Dominik's Regards
Tristana,Last Whisper,Epic,0.0888,0.5143,2.28,25.0,Infinity Edge,Yun Tal Wildarrows,Navori Flickerblade
Karma,Elixir of Iron,Consumable,0.0015,1.0,1.78,30.0,Dawncore,Giant's Belt,Malignance
Smolder,Protoplasm Harness,Legendary,0.0024,0.0,1.63,25.0,Essence Reaver,Overlord's Bloodmail,Spear of Shojin
Ashe,Lord Dominik's Regards,Legendary,0.1131,0.5806,2.46,30.0,Infinity Edge,Kraken Slayer,Phantom Dancer
Lillia,Ruby Crystal,Basic,0.0577,0.3333,1.67,10.0,Liandry's Torment,Amplifying Tome,Fiendish Codex
Rengar,Infinity Edge,Legendary,0.0899,0.6765,4.0,35.0,Profane Hydra,Umbral Glaive,Lord Dominik's Regards
Taliyah,Kindlegem,Epic,0.002,0.0,0.88,20.0,Fiendish Codex,,
Bard,Dead Man's Plate,Legendary,0.6667,0.4752,3.46,15.0,Bandlepipes,Liandry's Torment,Locket of the Iron Solari
Samira,Stealth Ward,Trinket,0.1009,0.4091,2.8,5.0,The Collector,Doran's Blade,Infinity Edge
Azir,Needlessly Large Rod,Basic,0.2901,0.3947,1.48,20.0,Nashor's Tooth,Sorcerer's Shoes,Shadowflame
Yuumi,Doran's Ring,Starter,0.0058,0.0,1.33,5.0,Boots,Glowing Mote,Luden's Companion
Kalista,Hearthbound Axe,Epic,0.0857,0.5556,2.56,20.0,Blade of The Ruined King,Guinsoo's Rageblade,Recurve Bow
Warwick,Haunting Guise,Epic,0.0075,0.0,1.0,25.0,Dusk and Dawn,Nashor's Tooth,
Zac,Seeker's Armguard,Epic,0.0069,0.0,2.56,20.0,Liandry's Torment,Riftmaker,Sunfire Aegis
Amumu,Negatron Cloak,Epic,0.1139,0.5556,2.7,25.0,Liandry's Torment,Sunfire Aegis,Thornmail
Karthus,Horizon Focus,Legendary,0.0692,0.5,2.33,20.0,Blackfire Torch,Shadowflame,Rabadon's Deathcap
Thresh,Boots of Swiftness,Boots,0.5476,0.5091,3.18,10.0,Locket of the Iron Solari,Bandlepipes,Kindlegem
Sejuani,Bandlepipes,Legendary,0.1667,0.5714,5.04,20.0,Sunfire Aegis,Protoplasm Harness,Zeke's Convergence
Singed,Farsight Alteration,Trinket,0.1953,0.5714,2.78,20.0,Rylai's Crystal Scepter,Liandry's Torment,Boots of Swiftness
Varus,Mercury's Treads,Boots,0.0817,0.5889,2.3,15.0,Dusk and Dawn,Nashor's Tooth,Experimental Hexplate
Taliyah,Haunting Guise,Epic,0.0389,0.4737,1.83,20.0,Rylai's Crystal Scepter,Fated Ashes,Liandry's Torment
Akali,Hextech Gunblade,Legendary,0.9274,0.4799,2.4,15.0,Shadowflame,Zhonya's Hourglass,Rabadon's Deathcap
Heimerdinger,Lost Chapter,Epic,0.0339,0.0,0.9,10.0,Rabadon's Deathcap,Blackfire Torch,Fated Ashes
Jarvan IV,Serrated Dirk,Epic,0.0449,0.5833,4.28,20.0,Profane Hydra,Axiom Arc,Serylda's Grudge
Yone,Elixir of Wrath,Consumable,0.0319,0.5833,2.56,35.0,Infinity Edge,Blade of The Ruined King,Immortal Shieldbow
Kennen,Mercury's Treads,Boots,0.0283,0.2857,1.66,15.0,Hextech Rocketbelt,Shadowflame,Liandry's Torment
Twitch,Boots,Boots,0.0186,0.125,0.69,10.0,The Collector,Nashor's Tooth,Scout's Slingshot
Kled,Endless Hunger,Legendary,0.0278,1.0,3.33,25.0,Black Cleaver,Ravenous Hydra,Overlord's Bloodmail
Ryze,Blighting Jewel,Epic,0.0327,0.3846,2.38,30.0,Rod of Ages,Actualizer,Rabadon's Deathcap
Volibear,Chempunk Chainsword,Legendary,0.0018,0.0,2.0,30.0,Dead Man's Plate,Dusk and Dawn,Spirit Visage
Renekton,Elixir of Iron,Consumable,0.0024,1.0,3.2,25.0,Black Cleaver,Death's Dance,Endless Hunger
Kog Maw,Amplifying Tome,Basic,0.1149,0.5882,1.89,10.0,Dusk and Dawn,Sorcerer's Shoes,Nashor's Tooth
Ryze,Cryptbloom,Legendary,0.0025,0.0,4.67,30.0,Actualizer,Rod of Ages,Rabadon's Deathcap
Aurelion Sol,Shadowflame,Legendary,0.0538,0.3333,3.38,25.0,Rylai's Crystal Scepter,Liandry's Torment,Bloodletter's Curse
Skarner,Bramble Vest,Epic,0.0513,0.0,1.17,25.0,Heartsteel,Knight's Vow,Negatron Cloak
Rammus,Phantom Dancer,Legendary,0.013,0.0,1.27,25.0,Maw of Malmortius,Thornmail,
Swain,Bandleglass Mirror,Epic,0.0027,1.0,1.5,10.0,Abyssal Mask,Oblivion Orb,Randuin's Omen
Akshan,Maw of Malmortius,Legendary,0.0029,1.0,1.8,35.0,Infinity Edge,Mortal Reminder,Statikk Shiv
Fiora,Farsight Alteration,Trinket,0.2,0.4821,1.78,15.0,Ravenous Hydra,Trinity Force,Plated Steelcaps
Caitlyn,Quicksilver Sash,Epic,0.008,0.8333,2.35,30.0,Infinity Edge,Rapid Firecannon,Hexoptics C44
Camille,Overlord's Bloodmail,Legendary,0.0066,1.0,1.13,25.0,Titanic Hydra,Trinity Force,
Aphelios,Umbral Glaive,Legendary,0.0014,0.0,0.38,15.0,,,
Ziggs,Void Staff,Legendary,0.1017,0.3889,2.74,30.0,Luden's Companion,Shadowflame,Rabadon's Deathcap
Diana,Morellonomicon,Legendary,0.0087,0.7143,2.3,35.0,Dusk and Dawn,Riftmaker,Zhonya's Hourglass
Mordekaiser,Negatron Cloak,Epic,0.0286,0.4,2.12,25.0,Dusk and Dawn,Hextech Rocketbelt,Riftmaker
Senna,Bloodsong,Legendary,0.0221,0.5,2.09,15.0,Black Cleaver,Echoes of Helia,Dawncore
Zyra,Fated Ashes,Epic,0.0566,0.4444,2.73,5.0,Liandry's Torment,Rylai's Crystal Scepter,Oblivion Orb
Velkoz,Fiendish Codex,Epic,0.068,0.35,2.01,15.0,Blackfire Torch,Luden's Companion,Liandry's Torment
Sion,Kaenic Rookern,Legendary,0.106,0.641,2.32,25.0,Hollow Radiance,Thornmail,Sunfire Aegis
Rakan,Knight's Vow,Legendary,0.0933,0.4419,3.99,25.0,Zeke's Convergence,Locket of the Iron Solari,Bandlepipes
Xerath,Mejai's Soulstealer,Legendary,0.1636,0.7407,4.28,25.0,Luden's Companion,Shadowflame,Rabadon's Deathcap
Taric,Bandleglass Mirror,Epic,0.0066,0.0,4.5,15.0,Locket of the Iron Solari,Redemption,
Blitzcrank,Zhonya's Hourglass,Legendary,0.009,1.0,2.47,30.0,Hextech Rocketbelt,Malignance,Shurelya's Battlesong
Teemo,Wit's End,Legendary,0.0147,1.0,2.5,15.0,Nashor's Tooth,,
Shaco,Mejai's Soulstealer,Legendary,0.0421,0.7692,6.43,15.0,Blackfire Torch,Liandry's Torment,Bandlepipes
Senna,Dusk and Dawn,Legendary,0.0037,0.0,2.33,15.0,,,
Sivir,Berserker's Greaves,Boots,0.4938,0.4673,2.4,15.0,Essence Reaver,Infinity Edge,Navori Flickerblade
Twisted Fate,Zeal,Epic,0.0922,0.5185,2.95,20.0,Lich Bane,Rod of Ages,Scout's Slingshot
Sona,Ruby Crystal,Basic,0.0868,0.381,2.46,10.0,Echoes of Helia,Ionian Boots of Lucidity,Forbidden Idol
Olaf,Kindlegem,Epic,0.0052,0.0,1.33,20.0,Experimental Hexplate,Stridebreaker,
Nunu,Shadowflame,Legendary,0.0348,0.7143,5.29,30.0,Hextech Rocketbelt,Rabadon's Deathcap,Stormsurge
Jarvan IV,Abyssal Mask,Legendary,0.0019,0.0,3.11,35.0,Black Cleaver,Frozen Heart,Sundered Sky
Katarina,Zhonya's Hourglass,Legendary,0.1579,0.5333,2.4,30.0,Shadowflame,Hextech Gunblade,Lich Bane
Monkey King,Plated Steelcaps,Boots,0.4593,0.5316,3.12,15.0,Trinity Force,Sundered Sky,Black Cleaver
Lux,Fiendish Codex,Epic,0.0276,0.375,2.11,20.0,Luden's Companion,Shurelya's Battlesong,Zhonya's Hourglass
Evelynn,Stormsurge,Legendary,0.0901,0.4,2.97,25.0,Lich Bane,Rabadon's Deathcap,Mejai's Soulstealer
Rengar,Dead Man's Plate,Legendary,0.0053,0.5,1.5,25.0,Bandlepipes,Profane Hydra,Randuin's Omen
Garen,Boots of Swiftness,Boots,0.2705,0.5,1.97,15.0,Stridebreaker,Phantom Dancer,Mortal Reminder
Twitch,Quicksilver Sash,Epic,0.0023,1.0,2.38,30.0,Infinity Edge,Lord Dominik's Regards,Runaan's Hurricane
